baseline,corrupted_baseline,edges,edges_EAP,loss_EAP,edges_EAP-IG,loss_EAP-IG,edges_EAP-IG-KL,loss_EAP-IG-KL,edges_EAP-IG-JS,loss_EAP-IG-JS
3.8065497875213623,0.03191230446100235,30,0,0.03191230446100235,21,0.08632341027259827,19,0.09359797835350037,20,0.0947837382555008
3.8065497875213623,0.03191230446100235,40,0,0.03191230446100235,31,0.13401170074939728,29,0.1205407902598381,28,0.11132965981960297
3.8065497875213623,0.03191230446100235,50,0,0.03191230446100235,42,-0.07713162153959274,44,0.2594039738178253,43,0.22311462461948395
3.8065497875213623,0.03191230446100235,60,0,0.03191230446100235,51,0.17200921475887299,53,0.4473870098590851,53,0.21118976175785065
3.8065497875213623,0.03191230446100235,70,0,0.03191230446100235,67,0.4381178617477417,62,0.3010071814060211,63,0.32378336787223816
3.8065497875213623,0.03191230446100235,80,9,0.032305508852005005,73,0.7203623056411743,70,0.4045852720737457,73,0.43872278928756714
3.8065497875213623,0.03191230446100235,90,9,0.032305508852005005,81,0.6501665115356445,79,0.5831533074378967,82,0.8011192083358765
3.8065497875213623,0.03191230446100235,100,41,0.03237206116318703,90,0.9951369762420654,89,0.6268980503082275,91,1.1047468185424805
3.8065497875213623,0.03191230446100235,200,162,0.03258705884218216,194,1.6361433267593384,193,1.2108408212661743,194,1.2605410814285278
3.8065497875213623,0.03191230446100235,300,282,1.3679461479187012,285,1.733784794807434,290,1.419895052909851,290,1.9793026447296143
3.8065497875213623,0.03191230446100235,400,362,2.59023380279541,377,1.7696470022201538,384,1.6604716777801514,387,1.9628158807754517
3.8065497875213623,0.03191230446100235,500,453,2.033543586730957,482,1.9067925214767456,480,1.6116626262664795,485,1.918918251991272
3.8065497875213623,0.03191230446100235,600,537,1.9272111654281616,577,2.4896984100341797,576,1.8937065601348877,577,2.0873231887817383
3.8065497875213623,0.03191230446100235,700,629,1.8265048265457153,678,2.530118703842163,683,2.275279998779297,686,1.9715849161148071
3.8065497875213623,0.03191230446100235,800,717,2.1812241077423096,781,2.3902013301849365,784,2.5834741592407227,782,2.0801520347595215
3.8065497875213623,0.03191230446100235,900,818,2.375922918319702,879,2.488567352294922,879,2.4122402667999268,880,2.2576992511749268
3.8065497875213623,0.03191230446100235,1000,909,2.4995250701904297,975,2.4342141151428223,986,2.2396719455718994,985,2.281076192855835
3.8065497875213623,0.03191230446100235,1100,996,2.5501906871795654,1073,2.406724452972412,1082,2.1656911373138428,1080,2.4348020553588867
3.8065497875213623,0.03191230446100235,1200,1097,2.4215238094329834,1172,2.454453229904175,1177,2.1229336261749268,1178,2.6416423320770264
3.8065497875213623,0.03191230446100235,1300,1236,2.3618791103363037,1270,2.595115900039673,1276,2.0667195320129395,1278,2.6514410972595215
3.8065497875213623,0.03191230446100235,1400,1331,2.3096139430999756,1362,2.582233428955078,1378,2.347201108932495,1374,2.680631637573242
3.8065497875213623,0.03191230446100235,1500,1430,2.4003584384918213,1460,2.672941207885742,1470,2.4046921730041504,1466,2.7840094566345215
3.8065497875213623,0.03191230446100235,1600,1520,2.6277010440826416,1557,2.60846209526062,1564,2.600034475326538,1564,2.8926377296447754
3.8065497875213623,0.03191230446100235,1700,1618,2.5785164833068848,1662,2.6044094562530518,1667,2.3902554512023926,1668,2.859792470932007
3.8065497875213623,0.03191230446100235,1800,1722,2.546977996826172,1757,2.685856342315674,1773,2.5526859760284424,1772,2.928616523742676
3.8065497875213623,0.03191230446100235,1900,1812,2.4471659660339355,1849,2.6905710697174072,1875,2.6441829204559326,1869,2.9206395149230957
