baseline,corrupted_baseline,edges,edges_EAP,loss_EAP,edges_EAP-IG,loss_EAP-IG,edges_EAP-IG-KL,loss_EAP-IG-KL,edges_EAP-IG-JS,loss_EAP-IG-JS
0.9043545126914978,-0.7494491934776306,30,26,-0.6558226346969604,29,-0.5491267442703247,30,-0.603952944278717,30,-0.5736912488937378
0.9043545126914978,-0.7494491934776306,40,34,-0.6585453152656555,39,-0.4879680573940277,39,-0.5837510824203491,39,-0.4850798547267914
0.9043545126914978,-0.7494491934776306,50,39,-0.6373878717422485,49,-0.3790195882320404,49,-0.4530121088027954,47,-0.4073140025138855
0.9043545126914978,-0.7494491934776306,60,51,-0.6316042542457581,58,-0.3143633008003235,59,-0.39728960394859314,59,-0.3502989113330841
0.9043545126914978,-0.7494491934776306,70,60,-0.5942667126655579,69,-0.23919883370399475,69,-0.3563079237937927,69,-0.3149133622646332
0.9043545126914978,-0.7494491934776306,80,62,-0.5945842266082764,78,-0.07210537791252136,77,-0.30590203404426575,77,-0.25958672165870667
0.9043545126914978,-0.7494491934776306,90,69,-0.5818439722061157,89,0.0670582577586174,86,-0.17248214781284332,87,-0.16185712814331055
0.9043545126914978,-0.7494491934776306,100,76,-0.5741937160491943,97,0.19538626074790955,95,-0.07221709191799164,98,-0.041656747460365295
0.9043545126914978,-0.7494491934776306,200,180,-0.5070502161979675,190,0.649380624294281,189,0.445844441652298,191,0.6519495844841003
0.9043545126914978,-0.7494491934776306,300,274,-0.2129717320203781,291,0.7811289429664612,288,0.48674076795578003,293,0.6878929138183594
0.9043545126914978,-0.7494491934776306,400,382,0.12763313949108124,389,0.7817450761795044,374,0.564979076385498,389,0.701404869556427
0.9043545126914978,-0.7494491934776306,500,477,0.25730225443840027,479,0.7977219223976135,470,0.6052305698394775,478,0.7695897221565247
0.9043545126914978,-0.7494491934776306,600,570,0.24788935482501984,570,0.8214771151542664,561,0.6172909736633301,567,0.7950744032859802
0.9043545126914978,-0.7494491934776306,700,656,0.32565540075302124,670,0.8272464871406555,664,0.6852503418922424,660,0.7781221866607666
0.9043545126914978,-0.7494491934776306,800,744,0.39199984073638916,763,0.7904901504516602,759,0.7121670842170715,771,0.756487250328064
0.9043545126914978,-0.7494491934776306,900,840,0.49240386486053467,862,0.7961569428443909,875,0.6536260843276978,872,0.7585011720657349
0.9043545126914978,-0.7494491934776306,1000,927,0.496805340051651,969,0.8273925185203552,972,0.6772826313972473,975,0.764696478843689
