baseline,corrupted_baseline,edges,edges_EAP,loss_EAP,edges_EAP-IG,loss_EAP-IG,edges_EAP-IG-KL,loss_EAP-IG-KL,edges_EAP-IG-JS,loss_EAP-IG-JS
0.6517026424407959,-0.24309781193733215,30,27,0.07143335789442062,28,0.11777116358280182,28,0.07571876794099808,28,0.08098088949918747
0.6517026424407959,-0.24309781193733215,40,33,0.09775159507989883,37,0.19592948257923126,40,0.13364268839359283,40,0.15729881823062897
0.6517026424407959,-0.24309781193733215,50,42,0.10915699601173401,44,0.25487563014030457,48,0.23925931751728058,48,0.2442474663257599
0.6517026424407959,-0.24309781193733215,60,52,0.10901854187250137,54,0.23726384341716766,57,0.2973746657371521,57,0.30973020195961
0.6517026424407959,-0.24309781193733215,70,62,0.15149547159671783,65,0.2716033458709717,66,0.3466638922691345,67,0.34338486194610596
0.6517026424407959,-0.24309781193733215,80,70,0.17463943362236023,76,0.41903844475746155,77,0.3360063433647156,77,0.39548459649086
0.6517026424407959,-0.24309781193733215,90,79,0.210578054189682,86,0.4890621602535248,87,0.38316166400909424,87,0.4189194142818451
0.6517026424407959,-0.24309781193733215,100,85,0.21593055129051208,92,0.4752231538295746,96,0.4395996034145355,96,0.46402037143707275
0.6517026424407959,-0.24309781193733215,200,170,0.3743780851364136,189,0.5921046137809753,191,0.6096522808074951,191,0.621410608291626
0.6517026424407959,-0.24309781193733215,300,262,0.4339040219783783,282,0.6436083316802979,289,0.6586580872535706,285,0.6770966649055481
0.6517026424407959,-0.24309781193733215,400,359,0.40608784556388855,373,0.6098473072052002,381,0.6604391932487488,377,0.6577639579772949
0.6517026424407959,-0.24309781193733215,500,454,0.4007363021373749,472,0.6044729351997375,477,0.6522337198257446,475,0.6527410745620728
0.6517026424407959,-0.24309781193733215,600,541,0.4381908178329468,572,0.5318699479103088,577,0.6504217386245728,574,0.6574253439903259
0.6517026424407959,-0.24309781193733215,700,671,0.45303410291671753,675,0.5251136422157288,669,0.6702010631561279,667,0.6706423163414001
0.6517026424407959,-0.24309781193733215,800,765,0.4471491873264313,774,0.5128451585769653,762,0.65754234790802,758,0.6682555079460144
0.6517026424407959,-0.24309781193733215,900,856,0.3667019009590149,880,0.5037494897842407,857,0.6705684661865234,851,0.6406633853912354
0.6517026424407959,-0.24309781193733215,1000,964,0.48607900738716125,976,0.5311072468757629,953,0.6403964757919312,950,0.6345120668411255
