t1t1,t2t2,t1t2,t2t1,u1,u2,edge_thresholds,baseline1,baseline2
0.737332820892334,0.39464470744132996,0.49302297830581665,0.655152440071106,0.7647136449813843,0.6331875920295715,200,0.815878689289093,0.9037981629371643
0.7289851307868958,0.6229506134986877,0.6233463883399963,0.6559959053993225,0.7648269534111023,0.7534810304641724,400,0.815878689289093,0.9037981629371643
0.7463864684104919,0.6314137578010559,0.6573585867881775,0.7267447710037231,0.7616586685180664,0.7356206774711609,600,0.815878689289093,0.9037981629371643
0.7036588788032532,0.6818776726722717,0.7038640379905701,0.7345077395439148,0.7690625786781311,0.764015793800354,800,0.815878689289093,0.9037981629371643
0.6889670491218567,0.7108821868896484,0.746692955493927,0.7264237999916077,0.7499949932098389,0.8065905570983887,1000,0.815878689289093,0.9037981629371643
