t1t1,t2t2,t1t2,t2t1,u1,u2,edge_thresholds,baseline1,baseline2
0.737332820892334,0.5419487953186035,0.5748342275619507,0.6293046474456787,0.7325674295425415,0.6460449695587158,200,0.815878689289093,0.6528114676475525
0.728985071182251,0.6757969856262207,0.6241079568862915,0.716748833656311,0.7565966248512268,0.6733600497245789,400,0.815878689289093,0.6528114676475525
0.7463864684104919,0.6710872650146484,0.6179049015045166,0.7628320455551147,0.7509443163871765,0.6579040884971619,600,0.815878689289093,0.6528114676475525
0.7036588191986084,0.6402819752693176,0.6234437227249146,0.7686040997505188,0.7554216384887695,0.6285582780838013,800,0.815878689289093,0.6528114676475525
0.6889670491218567,0.6202898025512695,0.6378998756408691,0.755342960357666,0.7521880865097046,0.6230693459510803,1000,0.815878689289093,0.6528114676475525
