t1t1,t2t2,t1t2,t2t1,u1,u2,edge_thresholds,baseline1,baseline2
0.18211981654167175,0.14820538461208344,0.12324172258377075,0.19634917378425598,0.1990080326795578,0.1437988579273224,200,0.25602248311042786,0.19055908918380737
0.210388645529747,0.1790071427822113,0.14698556065559387,0.24279199540615082,0.24092349410057068,0.17573310434818268,400,0.25602248311042786,0.19055908918380737
0.2447327822446823,0.1732965111732483,0.17432866990566254,0.24488455057144165,0.2534937858581543,0.17719365656375885,600,0.25602248311042786,0.19055908918380737
0.24392318725585938,0.1896241456270218,0.17632374167442322,0.2575957775115967,0.2544510066509247,0.18641316890716553,800,0.25602248311042786,0.19055908918380737
0.24819689989089966,0.19112175703048706,0.17726564407348633,0.2643998861312866,0.25285422801971436,0.17960409820079803,1000,0.25602248311042786,0.19055908918380737
