depth,ioi_vanilla,ioi_ig,greater-than_vanilla,greater-than_ig,gender-bias_vanilla,gender-bias_ig,sva_vanilla,sva_ig,fact-retrieval-comma_vanilla,fact-retrieval-comma_ig,hypernymy-comma_vanilla,hypernymy-comma_ig
27,0.6788668036460876,0.8300084471702576,0.8281099796295166,0.8589339256286621,0.7921079993247986,0.8198398351669312,0.8398479223251343,0.8344440460205078,0.740509033203125,0.8047254085540771,0.752893328666687,0.7882634401321411
28,0.6801317930221558,0.8284265398979187,0.8278713226318359,0.8575944304466248,0.794430673122406,0.818621039390564,0.8430166244506836,0.8327036499977112,0.7446745038032532,0.8002200126647949,0.7540654540061951,0.7843459248542786
29,0.6804601550102234,0.8272085785865784,0.8278614282608032,0.8553706407546997,0.796763002872467,0.8177411556243896,0.8448626399040222,0.831338107585907,0.7487226128578186,0.795218288898468,0.7554115653038025,0.7810807228088379
30,0.6811114549636841,0.8274126648902893,0.8269327878952026,0.8535249829292297,0.7990931272506714,0.8160386681556702,0.8455894589424133,0.830293595790863,0.7515429258346558,0.7909333109855652,0.7557867169380188,0.7794891595840454
31,0.6820329427719116,0.826736569404602,0.8262721300125122,0.8509658575057983,0.8014116883277893,0.8157293200492859,0.8464081287384033,0.8284838795661926,0.7533142566680908,0.7872714996337891,0.756380558013916,0.7782777547836304
32,0.6831803917884827,0.8253151178359985,0.8258416652679443,0.848787248134613,0.8037113547325134,0.8156283497810364,0.8473016023635864,0.8270077705383301,0.7551637291908264,0.7831771373748779,0.7571576833724976,0.7764174938201904
33,0.6845165491104126,0.8241806626319885,0.8265277743339539,0.8469415307044983,0.8050680756568909,0.8166239857673645,0.8473374843597412,0.8258219957351685,0.7570734024047852,0.7796465158462524,0.7580885887145996,0.7749282121658325
34,0.68687504529953,0.8224313855171204,0.8273047208786011,0.8453879356384277,0.8073410987854004,0.817692220211029,0.8466372489929199,0.824889600276947,0.7590279579162598,0.776611864566803,0.7591482996940613,0.772897481918335
35,0.6884745359420776,0.8201578259468079,0.8273409008979797,0.8440911173820496,0.809580385684967,0.8188193440437317,0.846121072769165,0.8233620524406433,0.7610149383544922,0.7731984853744507,0.7594991326332092,0.7712228298187256
36,0.6901835799217224,0.8189806342124939,0.8267357349395752,0.8430206775665283,0.8117834329605103,0.8207657337188721,0.8457658290863037,0.8228675127029419,0.762252151966095,0.7710108757019043,0.760778546333313,0.7698617577552795
37,0.6919828653335571,0.8187597990036011,0.8255748152732849,0.8428806066513062,0.8139485120773315,0.822688102722168,0.8455515503883362,0.8225415945053101,0.7628340721130371,0.7698951959609985,0.7621307373046875,0.7695075273513794
38,0.693855881690979,0.8193742036819458,0.8246248364448547,0.8428601622581482,0.816074550151825,0.8245841264724731,0.8454608917236328,0.8216714262962341,0.7635351419448853,0.7690253257751465,0.7635427713394165,0.769340455532074
39,0.6951311826705933,0.8200608491897583,0.8238619565963745,0.8422871828079224,0.8188181519508362,0.8264521360397339,0.8448212742805481,0.8209843039512634,0.7643386721611023,0.7677156925201416,0.7656610608100891,0.7693376541137695
40,0.695877730846405,0.8201843500137329,0.8232654333114624,0.841230034828186,0.8214727640151978,0.8276658058166504,0.8443256616592407,0.8204595446586609,0.7652302384376526,0.7666478157043457,0.767769455909729,0.7694791555404663
41,0.6967516541481018,0.8198109865188599,0.8228169679641724,0.8403433561325073,0.8234474658966064,0.8288946151733398,0.8439584374427795,0.8194845914840698,0.7661972641944885,0.7657956480979919,0.7698643207550049,0.7697477340698242
42,0.6977360248565674,0.819566011428833,0.8225004076957703,0.8390426635742188,0.8253834843635559,0.8301341533660889,0.843705415725708,0.8186807036399841,0.7672287821769714,0.7645692229270935,0.7713755369186401,0.7706948518753052
43,0.6982754468917847,0.8188946843147278,0.8217608332633972,0.8373776078224182,0.8272809982299805,0.8313803672790527,0.8435543179512024,0.8180298805236816,0.7683154344558716,0.7640952467918396,0.7723656296730042,0.7711599469184875
44,0.6994510293006897,0.8178454041481018,0.8206464648246765,0.8353917598724365,0.8286238312721252,0.8326299786567688,0.8429777026176453,0.8170003294944763,0.7694486975669861,0.7642913460731506,0.7739235162734985,0.7717121243476868
45,0.7006977796554565,0.8164612054824829,0.8196938633918762,0.8336175680160522,0.8304568529129028,0.8333863019943237,0.8425164222717285,0.8161287307739258,0.7706214785575867,0.764097273349762,0.7749967575073242,0.7728345990180969
46,0.7015332579612732,0.8147801160812378,0.8184149265289307,0.8320360779762268,0.8322521448135376,0.8337002396583557,0.8421592712402344,0.8149272799491882,0.7718272805213928,0.7635544538497925,0.7761074304580688,0.7735196948051453
47,0.7024513483047485,0.8132885694503784,0.8172988891601562,0.8301774859428406,0.8340104818344116,0.8336169719696045,0.8423488140106201,0.8138854503631592,0.7726077437400818,0.7627002596855164,0.7772495150566101,0.7742641568183899
48,0.703441858291626,0.8124041557312012,0.8163308501243591,0.828507125377655,0.8357325196266174,0.833611011505127,0.8425949215888977,0.8129885196685791,0.7734388709068298,0.7620015144348145,0.7784180045127869,0.7750607132911682
49,0.7044962048530579,0.8116512894630432,0.8154977560043335,0.8265925645828247,0.8374190330505371,0.833258330821991,0.8428918719291687,0.8122236132621765,0.7747306227684021,0.7614442706108093,0.7796081304550171,0.775486409664154
50,0.7052062153816223,0.8114181756973267,0.8151878118515015,0.8248607516288757,0.839470624923706,0.8325931429862976,0.8428339958190918,0.8115792274475098,0.7760360240936279,0.7610152959823608,0.780415952205658,0.7763766646385193
51,0.7059884071350098,0.8112711906433105,0.8153513669967651,0.8229122757911682,0.841080367565155,0.8320309519767761,0.8424554467201233,0.8110445737838745,0.7769672870635986,0.7607032060623169,0.7808769345283508,0.7776856422424316
52,0.7068348526954651,0.8115723133087158,0.8155739307403564,0.8211402893066406,0.8430270552635193,0.8319326639175415,0.8421568274497986,0.8102404475212097,0.7775580883026123,0.760867178440094,0.781392514705658,0.7786325216293335
53,0.7077383399009705,0.8119235038757324,0.8154937624931335,0.8198870420455933,0.8445648550987244,0.8318998217582703,0.8419309854507446,0.8091928958892822,0.7785511612892151,0.7611071467399597,0.78195720911026,0.7792493104934692
54,0.7083494663238525,0.8123199939727783,0.8151382207870483,0.8184213042259216,0.8457285761833191,0.8315833806991577,0.841428816318512,0.808268129825592,0.7799085974693298,0.7610729336738586,0.7825656533241272,0.7795649766921997
55,0.7093546986579895,0.8127571940422058,0.8148629069328308,0.8170946836471558,0.8465500473976135,0.8313397765159607,0.841336727142334,0.8077872395515442,0.7812656164169312,0.761119544506073,0.7832132577896118,0.7796059250831604
56,0.7100805044174194,0.8132308125495911,0.8146613240242004,0.8158965706825256,0.8476957678794861,0.8311628699302673,0.8413000702857971,0.8073930740356445,0.7826205492019653,0.7609210014343262,0.7835768461227417,0.7797150611877441
57,0.7105500102043152,0.8137373924255371,0.8142194151878357,0.8148173689842224,0.8485210537910461,0.8313547968864441,0.8410064578056335,0.8067708611488342,0.7836641669273376,0.760498583316803,0.7836803197860718,0.7798863053321838
58,0.7110815644264221,0.8139761686325073,0.8141525983810425,0.8138484954833984,0.8496464490890503,0.8312897682189941,0.8404777646064758,0.8059406876564026,0.7847186923027039,0.7604662179946899,0.7838427424430847,0.7798168063163757
59,0.7119566798210144,0.8142563104629517,0.814429759979248,0.8126944899559021,0.8510457873344421,0.8312765955924988,0.840021550655365,0.8052079677581787,0.7854948043823242,0.7605042457580566,0.7843464612960815,0.7795270085334778
60,0.7131462097167969,0.8145743012428284,0.8144671320915222,0.8113718032836914,0.8524172306060791,0.8313109278678894,0.8393545746803284,0.8045656681060791,0.7860143780708313,0.7606070041656494,0.7848851084709167,0.7790348529815674
61,0.7143550515174866,0.8146578669548035,0.814552366733551,0.8098954558372498,0.8534928560256958,0.8316575288772583,0.8387631177902222,0.8040071129798889,0.7865661382675171,0.7605003118515015,0.7854553461074829,0.778626024723053
62,0.7155802845954895,0.8147855997085571,0.814681887626648,0.808539092540741,0.8545551896095276,0.8320314884185791,0.8382419943809509,0.8035262227058411,0.7871469855308533,0.7604610323905945,0.7860541939735413,0.7780342698097229
63,0.7165675759315491,0.8149541020393372,0.8146000504493713,0.8075469732284546,0.8556039929389954,0.8324300646781921,0.8377861976623535,0.8031175136566162,0.788006067276001,0.7602319121360779,0.786678671836853,0.7772743105888367
64,0.7175782322883606,0.8151598572731018,0.8145671486854553,0.806647777557373,0.8566395044326782,0.8326069116592407,0.8373910188674927,0.8027758598327637,0.7886329293251038,0.7598279714584351,0.7873262166976929,0.7766039371490479
65,0.7188462615013123,0.8154000639915466,0.8143430948257446,0.805835485458374,0.8576616644859314,0.8325785994529724,0.8370524644851685,0.8022598028182983,0.7892811894416809,0.7592625617980957,0.7882312536239624,0.775780439376831
66,0.7198922038078308,0.8154421448707581,0.8139421343803406,0.8048747181892395,0.8589000105857849,0.8325900435447693,0.8367664813995361,0.8015828132629395,0.789948582649231,0.7587778568267822,0.7891442179679871,0.7750454545021057
67,0.7209542393684387,0.8153007626533508,0.8136004209518433,0.8040000200271606,0.8601149320602417,0.8324154615402222,0.8365296125411987,0.8007572293281555,0.7906333208084106,0.7585911750793457,0.7898409366607666,0.7746159434318542
68,0.7220301628112793,0.8149892687797546,0.8133138418197632,0.8029896020889282,0.86130690574646,0.8325011134147644,0.836554765701294,0.8000108003616333,0.7911170721054077,0.7584648132324219,0.7903362512588501,0.7742539644241333
69,0.7231181263923645,0.8145199418067932,0.8128688335418701,0.8018540740013123,0.8622667789459229,0.8326181769371033,0.836823046207428,0.7993384599685669,0.7916238903999329,0.7583946585655212,0.7908543944358826,0.7739549875259399
70,0.7242164611816406,0.8141084313392639,0.8124809861183167,0.8008071780204773,0.8632140159606934,0.8325604200363159,0.8371133804321289,0.7987356781959534,0.791947603225708,0.7581726908683777,0.791597306728363,0.7737147808074951
71,0.725323498249054,0.8139494061470032,0.8121464252471924,0.7996452450752258,0.8643471002578735,0.832339882850647,0.8374238610267639,0.7981980443000793,0.7922990918159485,0.757809579372406,0.7923504710197449,0.7733312249183655
72,0.7262448668479919,0.8140257596969604,0.8118619918823242,0.7987627983093262,0.8654595613479614,0.8321607112884521,0.8375599384307861,0.7977215647697449,0.7924830913543701,0.7577011585235596,0.793112576007843,0.7730071544647217
73,0.7269924879074097,0.8139462471008301,0.8116244673728943,0.7977664470672607,0.86655193567276,0.8318327069282532,0.8379086256027222,0.7973023653030396,0.7926986813545227,0.7576426267623901,0.7938824892044067,0.7725513577461243
74,0.7279425263404846,0.813721239566803,0.8112481832504272,0.7968469858169556,0.8676248788833618,0.8315486907958984,0.8382729291915894,0.7969370484352112,0.7927608489990234,0.7574480175971985,0.7946591377258301,0.77197265625
75,0.7289033532142639,0.8133605122566223,0.8109204769134521,0.7960001230239868,0.8688564896583557,0.8311280012130737,0.8386514186859131,0.7966223359107971,0.7928573489189148,0.7571263909339905,0.7954414486885071,0.7714574337005615
76,0.7300465703010559,0.8130462169647217,0.8106382489204407,0.7950485944747925,0.8700626492500305,0.8307530879974365,0.839043140411377,0.7961820363998413,0.7929859757423401,0.7566863894462585,0.7960554361343384,0.7711750864982605
77,0.7310225963592529,0.8127755522727966,0.8105675578117371,0.7939997315406799,0.8712441325187683,0.8304210901260376,0.8394469022750854,0.7957931160926819,0.7931445240974426,0.7563043832778931,0.7966800928115845,0.7707736492156982
78,0.7318410873413086,0.8123816251754761,0.8105307221412659,0.7930247187614441,0.872401773929596,0.8301297426223755,0.8400259613990784,0.7956169247627258,0.7933310270309448,0.7558126449584961,0.7971500158309937,0.7704251408576965
79,0.7325116395950317,0.8120326995849609,0.81052565574646,0.7919594049453735,0.8735362887382507,0.8297163844108582,0.8406088948249817,0.7954801917076111,0.7935436367988586,0.7552183866500854,0.7976347804069519,0.7701265215873718
80,0.7331990003585815,0.8117259740829468,0.810550332069397,0.7909661531448364,0.8744920492172241,0.8291886448860168,0.8411951065063477,0.7953803539276123,0.7937806248664856,0.754684329032898,0.7981330156326294,0.770031213760376
81,0.7337493300437927,0.8114593625068665,0.8104506134986877,0.7900412082672119,0.8754318356513977,0.8288587331771851,0.841783881187439,0.7953153848648071,0.7940402626991272,0.7540549635887146,0.7986437678337097,0.7701268792152405
82,0.7343193888664246,0.8112303614616394,0.8103825449943542,0.7890323400497437,0.8763560652732849,0.828566312789917,0.842374861240387,0.795283317565918,0.7943211793899536,0.7533362507820129,0.7991659641265869,0.7701044082641602
83,0.7347622513771057,0.8108917474746704,0.8103446364402771,0.7879452109336853,0.877410352230072,0.8283092379570007,0.8429675698280334,0.7952821254730225,0.7946218252182007,0.7525339722633362,0.7998437285423279,0.7701162695884705
84,0.735227108001709,0.8105921149253845,0.8103348612785339,0.786784827709198,0.8784445524215698,0.8280856013298035,0.8434197306632996,0.7953099012374878,0.7949409484863281,0.7517951726913452,0.8003841638565063,0.7701601982116699
85,0.735573947429657,0.8103291392326355,0.8103516697883606,0.7855561971664429,0.8793210387229919,0.8278936147689819,0.84373939037323,0.7953650951385498,0.7952772974967957,0.7509782314300537,0.800933301448822,0.7703728079795837
86,0.7360796928405762,0.810100793838501,0.8103935718536377,0.7842639684677124,0.8801833987236023,0.8275962471961975,0.844204306602478,0.79544597864151,0.7954944968223572,0.7502232193946838,0.8014903664588928,0.7706092000007629
87,0.7364708781242371,0.809905469417572,0.8103269338607788,0.7830443978309631,0.8810321092605591,0.8271998167037964,0.8446739315986633,0.7955512404441833,0.7955991625785828,0.7495269775390625,0.8019224405288696,0.7708677053451538
88,0.7368829250335693,0.8096120357513428,0.8104161620140076,0.7817649841308594,0.8817384839057922,0.8267099261283875,0.8450183868408203,0.7956792712211609,0.7955974340438843,0.7488867044448853,0.8022363781929016,0.7711471915245056
89,0.7371881008148193,0.8093525767326355,0.8105263710021973,0.7805559039115906,0.8824359774589539,0.8262583017349243,0.8453710079193115,0.7958288192749023,0.7954955101013184,0.7482995986938477,0.8025646209716797,0.771446168422699
90,0.7373921871185303,0.8091251850128174,0.8106563091278076,0.7794139385223389,0.8831249475479126,0.8257195949554443,0.8457310795783997,0.7958751916885376,0.7952985763549805,0.7476394772529602,0.8027831315994263,0.7717633843421936
91,0.7377420663833618,0.8089282512664795,0.8108049035072327,0.7782151699066162,0.883805513381958,0.8252196311950684,0.8459773063659668,0.7959446310997009,0.7950120568275452,0.7469106912612915,0.8030181527137756,0.7719771265983582
92,0.7382297515869141,0.8087603449821472,0.8108528852462769,0.7770814299583435,0.88435959815979,0.8247564435005188,0.8461155891418457,0.7959178686141968,0.7946410775184631,0.7462353706359863,0.8032689094543457,0.7722107172012329
93,0.738732099533081,0.8087354898452759,0.8109211921691895,0.7760098576545715,0.8849093317985535,0.8243283629417419,0.8461515307426453,0.7959154844284058,0.7943056225776672,0.7454953789710999,0.8035343885421753,0.7723477482795715
94,0.7393612265586853,0.8087331056594849,0.8110086917877197,0.7749974727630615,0.8854547142982483,0.8239337801933289,0.8463170528411865,0.7960494756698608,0.7938907742500305,0.7448077201843262,0.8038136959075928,0.772506058216095
95,0.7398887276649475,0.8087520599365234,0.8111144304275513,0.7741526365280151,0.8861063122749329,0.8234602212905884,0.8466051816940308,0.7962018251419067,0.7935119867324829,0.7441698312759399,0.8041059970855713,0.7726846933364868
96,0.740319550037384,0.8087911009788513,0.8111288547515869,0.7733585238456726,0.8867502212524414,0.8229120373725891,0.8469009399414062,0.7963716387748718,0.7930586338043213,0.7435795664787292,0.8044103980064392,0.7729909420013428
97,0.7408710718154907,0.8087429404258728,0.811269223690033,0.7726128697395325,0.8873863816261292,0.8223994970321655,0.8472038507461548,0.7965578436851501,0.7926412224769592,0.7429283261299133,0.8048325181007385,0.773205578327179
98,0.7415369153022766,0.8086121082305908,0.811424970626831,0.771809458732605,0.887910783290863,0.8219210505485535,0.8475134968757629,0.7967595458030701,0.7921541333198547,0.7422195672988892,0.8051580190658569,0.7734374403953552
99,0.7423110604286194,0.8084026575088501,0.8114931583404541,0.7709513902664185,0.8884308338165283,0.8214751482009888,0.8478293418884277,0.796873927116394,0.7917028069496155,0.7415584325790405,0.8053916096687317,0.7736852765083313
100,0.7429879903793335,0.8081185817718506,0.8115782141685486,0.7700419425964355,0.8888464570045471,0.8210604190826416,0.8481510877609253,0.7970051765441895,0.791185736656189,0.7409428358078003,0.8056377172470093,0.7738484144210815
101,0.7435720562934875,0.8078618049621582,0.8115812540054321,0.7690837383270264,0.8892607688903809,0.8205774426460266,0.8483802080154419,0.7970544099807739,0.7907044887542725,0.7402728199958801,0.8058955669403076,0.7740288972854614
102,0.7441636919975281,0.8076309561729431,0.8116022944450378,0.7682719230651855,0.8895775079727173,0.8201258182525635,0.8486170768737793,0.7971217632293701,0.7902573347091675,0.7395511865615845,0.806068480014801,0.7742259502410889
103,0.7446680665016174,0.8073306083679199,0.8115460872650146,0.7674111723899841,0.8898955583572388,0.8197041749954224,0.848861575126648,0.7971119284629822,0.7899371981620789,0.7389692068099976,0.8061603307723999,0.7744384407997131
104,0.745181679725647,0.807056725025177,0.8114166259765625,0.7666890621185303,0.8902146220207214,0.819311261177063,0.8491127490997314,0.7971211671829224,0.789738118648529,0.7384281158447266,0.8062676191329956,0.7746655941009521
105,0.7456130385398865,0.8067174553871155,0.8113079071044922,0.7659178972244263,0.8906252980232239,0.8188552260398865,0.8493705987930298,0.7970579862594604,0.7894730567932129,0.7378354072570801,0.8064800500869751,0.7749069333076477
106,0.7460549473762512,0.8063157796859741,0.8112189769744873,0.7651891708374023,0.8910341262817383,0.8184281587600708,0.8496347069740295,0.7969255447387695,0.7892341613769531,0.7372826337814331,0.8067036867141724,0.7751614451408386
107,0.7465066909790039,0.8058550357818604,0.8111491203308105,0.7645013332366943,0.8914410471916199,0.8179415464401245,0.849817156791687,0.7968145608901978,0.7890203595161438,0.7367681860923767,0.8069380521774292,0.7754284739494324
108,0.7469676733016968,0.8055092692375183,0.8110973238945007,0.7639384269714355,0.8918461203575134,0.817398190498352,0.8499217629432678,0.7967239618301392,0.7888305187225342,0.7362905144691467,0.8070967197418213,0.775707483291626
109,0.7474373579025269,0.8052735924720764,0.8111470341682434,0.7633265256881714,0.8922491669654846,0.8169691562652588,0.850036084651947,0.7966529726982117,0.7887477874755859,0.7358482480049133,0.8072671890258789,0.7759976983070374
110,0.7479152083396912,0.8051430583000183,0.8112109303474426,0.7627508640289307,0.8926501870155334,0.8165670037269592,0.8500771522521973,0.7966007590293884,0.7886848449707031,0.7355223298072815,0.8074491620063782,0.7762985825538635
111,0.7484006881713867,0.8050317168235779,0.8112885355949402,0.7622098326683044,0.8930492401123047,0.8161904215812683,0.8501291275024414,0.7965665459632874,0.7886406779289246,0.7351455092430115,0.8076417446136475,0.776609480381012
112,0.7489730715751648,0.8049390912055969,0.8113790154457092,0.7616225481033325,0.8934460282325745,0.8158386945724487,0.8502714037895203,0.7965493202209473,0.7885348200798035,0.7347201108932495,0.8078444600105286,0.7769299149513245
113,0.7496282458305359,0.8048640489578247,0.8114036917686462,0.761147677898407,0.8939191699028015,0.8154322504997253,0.8504217863082886,0.7965485453605652,0.7883700728416443,0.7344051003456116,0.8080570101737976,0.777259349822998
114,0.7503625154495239,0.8048829436302185,0.8115191459655762,0.7607036232948303,0.8943110704421997,0.8150506019592285,0.8505797386169434,0.796486496925354,0.7882258296012878,0.734041690826416,0.8082786798477173,0.7775204181671143
115,0.7510965466499329,0.8049161434173584,0.8115701675415039,0.760289192199707,0.8947764039039612,0.8146929144859314,0.8508203029632568,0.796517014503479,0.788101315498352,0.733707845211029,0.8085091710090637,0.7777915000915527
116,0.7518303394317627,0.8049628734588623,0.8117082715034485,0.7598289847373962,0.8951632380485535,0.8142838478088379,0.851065993309021,0.7965619564056396,0.7879958152770996,0.7333280444145203,0.808673620223999,0.7779978513717651
117,0.7524904012680054,0.8049497008323669,0.811783492565155,0.7593979239463806,0.8955479264259338,0.8138987421989441,0.8512431979179382,0.7966204881668091,0.7879085540771484,0.7329044342041016,0.8088478446006775,0.7782151103019714
118,0.7531515955924988,0.8049508333206177,0.8119421601295471,0.7589232921600342,0.8959304094314575,0.8135368227958679,0.8514265418052673,0.7966921925544739,0.7878386974334717,0.7324388027191162,0.8089595437049866,0.7783709764480591
119,0.753813624382019,0.8050363659858704,0.8120395541191101,0.7584775686264038,0.896310567855835,0.8131970167160034,0.8516157865524292,0.796776533126831,0.7878561615943909,0.7319332361221313,0.80908203125,0.7784680128097534
120,0.7544761896133423,0.8050638437271118,0.8121475577354431,0.7579901814460754,0.8966885805130005,0.8128787279129028,0.8518106341362,0.7968729138374329,0.7878182530403137,0.7314587831497192,0.8092842102050781,0.7785084843635559
121,0.7551392912864685,0.8051038980484009,0.8122657537460327,0.7574630975723267,0.8971326351165771,0.8125127553939819,0.8520108461380005,0.7969806790351868,0.7877277731895447,0.7310826778411865,0.8094943165779114,0.7785632014274597
122,0.755802571773529,0.8051561713218689,0.8123936057090759,0.756898045539856,0.8976398706436157,0.8122354745864868,0.8522160649299622,0.7970995306968689,0.787586510181427,0.7308010458946228,0.8097793459892273,0.7786986827850342
123,0.7563998699188232,0.8052200078964233,0.8125308156013489,0.7562967538833618,0.8980754613876343,0.8119112849235535,0.8523600101470947,0.7972288131713867,0.7874627113342285,0.7305440306663513,0.8100699782371521,0.7787792086601257
124,0.7569336295127869,0.805229902267456,0.8126769065856934,0.755725622177124,0.8984421491622925,0.8116071224212646,0.852445125579834,0.7973682880401611,0.7873556017875671,0.7303107380867004,0.8103659749031067,0.7788723111152649
125,0.7575342059135437,0.8052520751953125,0.812831461429596,0.755183756351471,0.8987426161766052,0.8112582564353943,0.8524734377861023,0.7974532842636108,0.7872647643089294,0.7301002144813538,0.8106670379638672,0.7789773941040039
126,0.7581357359886169,0.8053489327430725,0.8129942417144775,0.7546072602272034,0.8990423679351807,0.8108665943145752,0.8525735139846802,0.7976120114326477,0.7871895432472229,0.7298487424850464,0.8109729290008545,0.7790307998657227
127,0.758738100528717,0.8055176138877869,0.813102662563324,0.7540594935417175,0.8993412852287292,0.8104957938194275,0.8526804447174072,0.7977176308631897,0.7871292233467102,0.7295579314231873,0.8113453388214111,0.7791587114334106
