depth,ioi_real_EAP,ioi_real_EAP-IG,ioi_EAP_EAP-IG,greater-than_real_EAP,greater-than_real_EAP-IG,greater-than_EAP_EAP-IG,gender-bias_real_EAP,gender-bias_real_EAP-IG,gender-bias_EAP_EAP-IG,sva_real_EAP,sva_real_EAP-IG,sva_EAP_EAP-IG,fact-retrieval-comma_real_EAP,fact-retrieval-comma_real_EAP-IG,fact-retrieval-comma_EAP_EAP-IG,hypernymy-comma_real_EAP,hypernymy-comma_real_EAP-IG,hypernymy-comma_EAP_EAP-IG
58,0.0,0.782608695652174,0.0,0.8571428571428571,0.8181818181818182,0.6956521739130435,0.7777777777777778,0.7368421052631579,0.5714285714285714,0.0,0.0,0.0,0.7692307692307693,0.7222222222222222,0.5555555555555556,0.9375,0.6363636363636364,0.5909090909090909
59,0.0,0.782608695652174,0.0,0.8571428571428571,0.8181818181818182,0.6956521739130435,0.8333333333333334,0.7,0.5714285714285714,0.0,0.0,0.0,0.7692307692307693,0.7222222222222222,0.5555555555555556,1.0,0.6363636363636364,0.6363636363636364
60,0.0,0.782608695652174,0.0,0.9047619047619048,0.782608695652174,0.6956521739130435,0.7894736842105263,0.6666666666666666,0.5217391304347826,0.0,0.0,0.0,0.7692307692307693,0.7222222222222222,0.5555555555555556,1.0,0.6363636363636364,0.6363636363636364
61,0.0,0.8695652173913043,0.0,0.9047619047619048,0.782608695652174,0.6956521739130435,0.7894736842105263,0.6666666666666666,0.5217391304347826,0.0,0.15789473684210525,0.0,0.7692307692307693,0.7222222222222222,0.5555555555555556,1.0,0.6363636363636364,0.6363636363636364
62,0.0,0.8695652173913043,0.0,0.9047619047619048,0.782608695652174,0.6956521739130435,0.7894736842105263,0.6666666666666666,0.5217391304347826,0.0,0.15789473684210525,0.0,0.7692307692307693,0.6842105263157895,0.5263157894736842,0.9411764705882353,0.6363636363636364,0.6086956521739131
63,0.0,0.8695652173913043,0.0,0.9523809523809523,0.782608695652174,0.7391304347826086,0.8421052631578947,0.6363636363636364,0.5217391304347826,0.0,0.15,0.0,0.7692307692307693,0.65,0.5,0.9411764705882353,0.6363636363636364,0.6086956521739131
64,0.0,0.8333333333333334,0.0,0.9523809523809523,0.8260869565217391,0.782608695652174,0.85,0.5833333333333334,0.48,0.0,0.15,0.0,0.7692307692307693,0.65,0.5,0.9411764705882353,0.6363636363636364,0.6086956521739131
65,0.0,0.8333333333333334,0.0,1.0,0.8260869565217391,0.8260869565217391,0.85,0.625,0.52,0.0,0.15,0.0,0.7692307692307693,0.65,0.5,0.9411764705882353,0.6818181818181818,0.6521739130434783
66,0.0,0.8,0.0,1.0,0.8260869565217391,0.8260869565217391,0.85,0.625,0.52,0.0,0.14285714285714285,0.0,0.7692307692307693,0.65,0.5,1.0,0.6956521739130435,0.6956521739130435
67,0.0,0.8,0.0,1.0,0.8260869565217391,0.8260869565217391,0.85,0.625,0.52,0.0,0.14285714285714285,0.0,0.7692307692307693,0.65,0.5,1.0,0.6956521739130435,0.6956521739130435
68,0.2727272727272727,0.8,0.20833333333333334,1.0,0.7916666666666666,0.7916666666666666,0.85,0.6,0.56,0.0,0.13636363636363635,0.0,0.7692307692307693,0.6190476190476191,0.47619047619047616,1.0,0.6956521739130435,0.6956521739130435
69,0.2727272727272727,0.8,0.20833333333333334,1.0,0.7916666666666666,0.7916666666666666,0.9,0.64,0.56,0.0,0.13043478260869565,0.0,0.7692307692307693,0.6190476190476191,0.47619047619047616,1.0,0.6956521739130435,0.6956521739130435
70,0.2727272727272727,0.8,0.20833333333333334,1.0,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.64,0.5384615384615384,0.0,0.13043478260869565,0.0,0.7692307692307693,0.6190476190476191,0.47619047619047616,0.9444444444444444,0.6666666666666666,0.6956521739130435
71,0.2608695652173913,0.7407407407407407,0.2,0.875,0.8076923076923077,0.8333333333333334,0.8571428571428571,0.64,0.5384615384615384,0.0,0.13043478260869565,0.0,0.7142857142857143,0.6190476190476191,0.5238095238095238,0.9444444444444444,0.6666666666666666,0.6956521739130435
72,0.2608695652173913,0.7407407407407407,0.2,0.88,0.8076923076923077,0.7692307692307693,0.8181818181818182,0.6153846153846154,0.5555555555555556,0.0,0.13043478260869565,0.0,0.7142857142857143,0.5909090909090909,0.5,0.8947368421052632,0.7083333333333334,0.6956521739130435
73,0.25,0.7777777777777778,0.2,0.8846153846153846,0.8076923076923077,0.7777777777777778,0.8636363636363636,0.6538461538461539,0.5555555555555556,0.0,0.13043478260869565,0.0,0.7857142857142857,0.6363636363636364,0.5,0.8947368421052632,0.7083333333333334,0.6956521739130435
74,0.25,0.7777777777777778,0.2,0.9230769230769231,0.7777777777777778,0.7777777777777778,0.8260869565217391,0.6296296296296297,0.5555555555555556,0.0,0.13043478260869565,0.0,0.7333333333333333,0.6363636363636364,0.4782608695652174,0.8095238095238095,0.7916666666666666,0.64
75,0.25,0.7777777777777778,0.2,0.9230769230769231,0.7777777777777778,0.7777777777777778,0.8260869565217391,0.6666666666666666,0.5925925925925926,0.0,0.17391304347826086,0.0,0.6875,0.6818181818181818,0.4782608695652174,0.8095238095238095,0.7916666666666666,0.64
76,0.25,0.7777777777777778,0.2,0.9615384615384616,0.75,0.7777777777777778,0.8695652173913043,0.6428571428571429,0.5925925925925926,0.0,0.17391304347826086,0.0,0.75,0.6818181818181818,0.5217391304347826,0.7727272727272727,0.8333333333333334,0.64
77,0.28,0.8148148148148148,0.24,0.9615384615384616,0.75,0.7777777777777778,0.9130434782608695,0.6206896551724138,0.5517241379310345,0.0,0.17391304347826086,0.0,0.7058823529411765,0.6956521739130435,0.5,0.7727272727272727,0.875,0.68
78,0.28,0.8518518518518519,0.28,0.9259259259259259,0.75,0.75,0.9130434782608695,0.6206896551724138,0.5517241379310345,0.0,0.17391304347826086,0.0,0.7058823529411765,0.6956521739130435,0.5,0.782608695652174,0.9166666666666666,0.72
79,0.28,0.8518518518518519,0.28,0.9259259259259259,0.75,0.75,0.875,0.6206896551724138,0.5333333333333333,0.0,0.17391304347826086,0.0,0.7058823529411765,0.6956521739130435,0.5,0.782608695652174,0.9166666666666666,0.72
80,0.28,0.8518518518518519,0.28,0.9629629629629629,0.75,0.7241379310344828,0.875,0.6206896551724138,0.5333333333333333,0.0,0.17391304347826086,0.0,0.6666666666666666,0.6666666666666666,0.5,0.782608695652174,0.9166666666666666,0.72
81,0.28,0.8518518518518519,0.28,0.9629629629629629,0.75,0.7241379310344828,0.84,0.6206896551724138,0.5161290322580645,0.0,0.17391304347826086,0.0,0.7777777777777778,0.6666666666666666,0.52,0.782608695652174,0.9166666666666666,0.72
82,0.28,0.8518518518518519,0.28,0.9629629629629629,0.75,0.7241379310344828,0.88,0.6,0.5161290322580645,0.0,0.17391304347826086,0.0,0.7368421052631579,0.7083333333333334,0.52,0.782608695652174,0.88,0.6923076923076923
83,0.28,0.8518518518518519,0.28,0.9629629629629629,0.75,0.7241379310344828,0.88,0.6,0.5161290322580645,0.0,0.17391304347826086,0.0,0.7368421052631579,0.68,0.5,0.782608695652174,0.88,0.6923076923076923
84,0.28,0.8518518518518519,0.28,0.9629629629629629,0.75,0.7241379310344828,0.88,0.6,0.5161290322580645,0.0,0.17391304347826086,0.0,0.7368421052631579,0.68,0.5,0.782608695652174,0.88,0.6923076923076923
85,0.28,0.8518518518518519,0.28,0.9629629629629629,0.7857142857142857,0.7586206896551724,0.88,0.6,0.5161290322580645,0.0,0.16666666666666666,0.0,0.6666666666666666,0.76,0.5,0.782608695652174,0.8461538461538461,0.6666666666666666
86,0.28,0.8214285714285714,0.2692307692307692,0.9629629629629629,0.7857142857142857,0.7586206896551724,0.92,0.5806451612903226,0.5161290322580645,0.0,0.5,0.0,0.6363636363636364,0.76,0.5384615384615384,0.782608695652174,0.8461538461538461,0.6666666666666666
87,0.28,0.8214285714285714,0.2692307692307692,0.9285714285714286,0.8214285714285714,0.7586206896551724,0.92,0.5806451612903226,0.5161290322580645,0.0,0.48,0.0,0.6363636363636364,0.76,0.5384615384615384,0.782608695652174,0.8148148148148148,0.6428571428571429
88,0.28,0.8214285714285714,0.2692307692307692,0.9285714285714286,0.8214285714285714,0.7586206896551724,0.8846153846153846,0.5625,0.5161290322580645,0.0,0.48,0.0,0.6363636363636364,0.76,0.5384615384615384,0.782608695652174,0.8148148148148148,0.6428571428571429
89,0.28,0.8214285714285714,0.2692307692307692,0.9285714285714286,0.8214285714285714,0.7586206896551724,0.8846153846153846,0.5625,0.5161290322580645,0.0,0.48,0.0,0.6363636363636364,0.76,0.5384615384615384,0.75,0.8518518518518519,0.6428571428571429
90,0.28,0.8214285714285714,0.2692307692307692,0.896551724137931,0.8214285714285714,0.7333333333333333,0.8518518518518519,0.5625,0.5,0.0,0.48,0.0,0.6363636363636364,0.76,0.5384615384615384,0.72,0.8214285714285714,0.6
91,0.28,0.8214285714285714,0.2692307692307692,0.8666666666666667,0.7931034482758621,0.7333333333333333,0.8518518518518519,0.59375,0.53125,0.0,0.46153846153846156,0.0,0.6363636363636364,0.76,0.5384615384615384,0.72,0.8214285714285714,0.6
92,0.28,0.8214285714285714,0.2692307692307692,0.8666666666666667,0.8275862068965517,0.7666666666666667,0.8214285714285714,0.5757575757575758,0.53125,0.0,0.48148148148148145,0.0,0.6818181818181818,0.8,0.5384615384615384,0.72,0.8214285714285714,0.6
93,0.28,0.8214285714285714,0.2692307692307692,0.8666666666666667,0.8275862068965517,0.7666666666666667,0.8214285714285714,0.6060606060606061,0.5625,0.0,0.48148148148148145,0.0,0.6818181818181818,0.8,0.5384615384615384,0.6666666666666666,0.7666666666666667,0.6
94,0.28,0.8214285714285714,0.2692307692307692,0.8666666666666667,0.8275862068965517,0.7666666666666667,0.8571428571428571,0.6060606060606061,0.5454545454545454,0.0,0.48148148148148145,0.0,0.6818181818181818,0.8,0.5384615384615384,0.6666666666666666,0.8333333333333334,0.5625
95,0.28,0.8214285714285714,0.2692307692307692,0.8666666666666667,0.8275862068965517,0.7666666666666667,0.8571428571428571,0.5882352941176471,0.5294117647058824,0.0,0.5925925925925926,0.0,0.6818181818181818,0.8,0.5384615384615384,0.6666666666666666,0.8333333333333334,0.5625
96,0.2692307692307692,0.8571428571428571,0.2692307692307692,0.8666666666666667,0.8275862068965517,0.7666666666666667,0.8928571428571429,0.6,0.5588235294117647,0.0,0.5925925925925926,0.0,0.6818181818181818,0.7692307692307693,0.5185185185185185,0.6666666666666666,0.8333333333333334,0.5625
97,0.2692307692307692,0.8571428571428571,0.2692307692307692,0.8666666666666667,0.8620689655172413,0.8,0.8928571428571429,0.6,0.5588235294117647,0.0,0.5925925925925926,0.0,0.6818181818181818,0.7692307692307693,0.5185185185185185,0.6666666666666666,0.8333333333333334,0.5625
98,0.2692307692307692,0.8571428571428571,0.2692307692307692,0.9,0.8620689655172413,0.8333333333333334,0.8928571428571429,0.6285714285714286,0.5882352941176471,0.0,0.5714285714285714,0.0,0.6818181818181818,0.7407407407407407,0.5,0.6666666666666666,0.8333333333333334,0.5625
99,0.2692307692307692,0.8571428571428571,0.2692307692307692,0.9,0.8620689655172413,0.8333333333333334,0.8928571428571429,0.6285714285714286,0.5882352941176471,0.0,0.5714285714285714,0.0,0.6521739130434783,0.7407407407407407,0.5357142857142857,0.6666666666666666,0.8333333333333334,0.5625
100,0.2692307692307692,0.8571428571428571,0.2692307692307692,0.9,0.8620689655172413,0.8333333333333334,0.8928571428571429,0.6571428571428571,0.6176470588235294,0.0,0.5714285714285714,0.0,0.6521739130434783,0.7407407407407407,0.5357142857142857,0.6428571428571429,0.8333333333333334,0.5454545454545454
101,0.4074074074074074,0.8571428571428571,0.4074074074074074,0.9,0.8620689655172413,0.8333333333333334,0.8928571428571429,0.6571428571428571,0.6176470588235294,0.0,0.5714285714285714,0.0,0.6521739130434783,0.7407407407407407,0.5357142857142857,0.6551724137931034,0.8666666666666667,0.5757575757575758
102,0.4074074074074074,0.8571428571428571,0.4074074074074074,0.9,0.8620689655172413,0.8333333333333334,0.9285714285714286,0.6571428571428571,0.6,0.0,0.5714285714285714,0.0,0.6521739130434783,0.7407407407407407,0.5357142857142857,0.6333333333333333,0.8387096774193549,0.5757575757575758
103,0.4074074074074074,0.8571428571428571,0.4074074074074074,0.9,0.8620689655172413,0.8333333333333334,0.9285714285714286,0.6571428571428571,0.6,0.0,0.5714285714285714,0.0,0.6521739130434783,0.7407407407407407,0.5357142857142857,0.6333333333333333,0.8387096774193549,0.5757575757575758
104,0.6071428571428571,0.8571428571428571,0.6071428571428571,0.9,0.8620689655172413,0.8333333333333334,0.9285714285714286,0.6388888888888888,0.5833333333333334,0.0,0.5714285714285714,0.0,0.6521739130434783,0.7407407407407407,0.5357142857142857,0.6666666666666666,0.84375,0.5588235294117647
