depth,ioi_real_EAP,ioi_real_EAP-IG,ioi_EAP_EAP-IG,greater-than_real_EAP,greater-than_real_EAP-IG,greater-than_EAP_EAP-IG,gender-bias_real_EAP,gender-bias_real_EAP-IG,gender-bias_EAP_EAP-IG,sva_real_EAP,sva_real_EAP-IG,sva_EAP_EAP-IG,fact-retrieval-comma_real_EAP,fact-retrieval-comma_real_EAP-IG,fact-retrieval-comma_EAP_EAP-IG,hypernymy-comma_real_EAP,hypernymy-comma_real_EAP-IG,hypernymy-comma_EAP_EAP-IG
25,0.0,0.5,0.0,0.9583333333333334,0.8461538461538461,0.88,0.85,0.6086956521739131,0.6190476190476191,0.0,0.0,0.0,0.47619047619047616,0.46153846153846156,0.2692307692307692,0.0,0.23076923076923078,0.0
26,0.0,0.8095238095238095,0.0,0.8846153846153846,0.8461538461538461,0.8148148148148148,0.85,0.6956521739130435,0.5652173913043478,0.0,0.0,0.0,0.7142857142857143,0.4827586206896552,0.4444444444444444,0.0,0.23076923076923078,0.0
27,0.0,0.8571428571428571,0.0,0.8518518518518519,0.7857142857142857,0.7333333333333333,0.85,0.782608695652174,0.6521739130434783,0.0,0.0,0.0,0.7272727272727273,0.4666666666666667,0.42857142857142855,0.0,0.2,0.0
28,0.0,0.9047619047619048,0.0,0.8518518518518519,0.7857142857142857,0.7333333333333333,0.7083333333333334,0.6923076923076923,0.64,0.0,0.0,0.0,0.6956521739130435,0.4838709677419355,0.4642857142857143,0.0,0.3333333333333333,0.0
29,0.0,0.8260869565217391,0.0,0.9259259259259259,0.7419354838709677,0.8,0.68,0.6923076923076923,0.6153846153846154,0.0,0.0,0.0,0.7391304347826086,0.53125,0.4827586206896552,0.0,0.4666666666666667,0.0
30,0.0,0.7916666666666666,0.0,0.8620689655172413,0.78125,0.7741935483870968,0.6666666666666666,0.8461538461538461,0.5517241379310345,0.0,0.0,0.0,0.7391304347826086,0.5625,0.5172413793103449,0.0,0.4375,0.0
31,0.0,0.8,0.0,0.8333333333333334,0.8125,0.7741935483870968,0.6785714285714286,0.8518518518518519,0.5666666666666667,0.0,0.0,0.0,0.7391304347826086,0.59375,0.5517241379310345,0.0,0.5625,0.0
32,0.0,0.8,0.0,0.7575757575757576,0.7647058823529411,0.6666666666666666,0.6129032258064516,0.8571428571428571,0.5625,0.0,0.0,0.0,0.6428571428571429,0.6470588235294118,0.5333333333333333,0.0,0.6470588235294118,0.0
33,0.0,0.84,0.0,0.7941176470588235,0.75,0.6756756756756757,0.6774193548387096,0.8928571428571429,0.59375,0.0,0.0,0.0,0.6,0.7058823529411765,0.5333333333333333,0.0,0.7647058823529411,0.0
34,0.0,0.8461538461538461,0.0,0.7714285714285715,0.7297297297297297,0.6410256410256411,0.7419354838709677,0.78125,0.5588235294117647,0.0,0.0,0.0,0.5806451612903226,0.7352941176470589,0.5333333333333333,0.0,0.7894736842105263,0.0
35,0.0,0.7857142857142857,0.0,0.75,0.6923076923076923,0.5952380952380952,0.75,0.7878787878787878,0.5714285714285714,0.0,0.0,0.0,0.5625,0.7352941176470589,0.5161290322580645,0.0,0.8421052631578947,0.0
36,0.0,0.7333333333333333,0.0,0.75,0.6923076923076923,0.5952380952380952,0.7272727272727273,0.7941176470588235,0.6,0.0,0.0,0.0,0.5454545454545454,0.6944444444444444,0.5151515151515151,0.0,0.8,0.0
37,0.0,0.7666666666666667,0.0,0.7368421052631579,0.7073170731707317,0.627906976744186,0.7575757575757576,0.7714285714285715,0.6,0.0,0.0,0.0,0.5588235294117647,0.6578947368421053,0.5294117647058824,0.0,0.8,0.0
38,0.0,0.8333333333333334,0.0,0.7631578947368421,0.7142857142857143,0.6511627906976745,0.7575757575757576,0.7714285714285715,0.6,0.0,0.0,0.0,0.5588235294117647,0.6578947368421053,0.5294117647058824,0.0,0.8,0.0
39,0.0,0.8387096774193549,0.0,0.7692307692307693,0.6818181818181818,0.6590909090909091,0.7428571428571429,0.7105263157894737,0.5675675675675675,0.0,0.0,0.0,0.5882352941176471,0.7105263157894737,0.5142857142857142,0.0,0.6666666666666666,0.0
40,0.0,0.7878787878787878,0.0,0.8,0.6888888888888889,0.6888888888888889,0.75,0.717948717948718,0.5789473684210527,0.0,0.0,0.0,0.5882352941176471,0.7368421052631579,0.5,0.0,0.6153846153846154,0.0
41,0.0,0.7428571428571429,0.0,0.7857142857142857,0.6458333333333334,0.6595744680851063,0.7297297297297297,0.717948717948718,0.5641025641025641,0.0,0.0,0.0,0.6176470588235294,0.7435897435897436,0.5277777777777778,0.0,0.5862068965517241,0.0
42,0.0,0.8285714285714286,0.0,0.7674418604651163,0.6458333333333334,0.6808510638297872,0.7368421052631579,0.725,0.6153846153846154,0.0,0.0,0.0,0.6,0.725,0.5277777777777778,0.8260869565217391,0.5666666666666667,0.5
43,0.0,0.8055555555555556,0.0,0.717391304347826,0.66,0.673469387755102,0.7,0.775,0.6341463414634146,0.0,0.0,0.0,0.6216216216216216,0.7073170731707317,0.5675675675675675,0.8695652173913043,0.6,0.5666666666666667
44,0.0,0.7837837837837838,0.0,0.7021276595744681,0.6666666666666666,0.66,0.7073170731707317,0.7804878048780488,0.6046511627906976,0.0,0.0,0.0,0.6216216216216216,0.7073170731707317,0.5675675675675675,0.8695652173913043,0.5454545454545454,0.5151515151515151
45,0.0,0.8108108108108109,0.0,0.7446808510638298,0.6862745098039216,0.68,0.7317073170731707,0.7619047619047619,0.6046511627906976,0.0,0.0,0.0,0.6216216216216216,0.6744186046511628,0.5384615384615384,0.9130434782608695,0.5294117647058824,0.5151515151515151
46,0.0,0.8648648648648649,0.0,0.7659574468085106,0.6481481481481481,0.6538461538461539,0.7142857142857143,0.7441860465116279,0.6046511627906976,0.0,0.0,0.0,0.6052631578947368,0.7209302325581395,0.525,0.8076923076923077,0.5833333333333334,0.4857142857142857
47,0.0,0.7804878048780488,0.0,0.8297872340425532,0.6666666666666666,0.6923076923076923,0.6976744186046512,0.6956521739130435,0.5777777777777777,0.0,0.0,0.0,0.5897435897435898,0.7441860465116279,0.5365853658536586,0.8076923076923077,0.5833333333333334,0.4857142857142857
48,0.0,0.8095238095238095,0.0,0.851063829787234,0.6909090909090909,0.7307692307692307,0.7272727272727273,0.7083333333333334,0.6444444444444445,0.0,0.0,0.0,0.5853658536585366,0.7333333333333333,0.5116279069767442,0.8076923076923077,0.5526315789473685,0.4594594594594595
49,0.0,0.7727272727272727,0.0,0.851063829787234,0.6785714285714286,0.7169811320754716,0.7954545454545454,0.7142857142857143,0.6382978723404256,0.0,0.0,0.0,0.5714285714285714,0.7555555555555555,0.5116279069767442,0.8076923076923077,0.5526315789473685,0.4594594594594595
50,0.0,0.7555555555555555,0.0,0.8,0.6551724137931034,0.6785714285714286,0.7777777777777778,0.7346938775510204,0.6458333333333334,0.0,0.0,0.0,0.5581395348837209,0.7446808510638298,0.4888888888888889,0.75,0.5,0.4358974358974359
51,0.0,0.7391304347826086,0.0,0.7843137254901961,0.6896551724137931,0.6964285714285714,0.7291666666666666,0.72,0.62,0.0,0.0,0.0,0.5581395348837209,0.7446808510638298,0.4888888888888889,0.8214285714285714,0.4883720930232558,0.40476190476190477
52,0.0,0.68,0.0,0.7843137254901961,0.7068965517241379,0.6842105263157895,0.7142857142857143,0.7058823529411765,0.62,0.0,0.0,0.0,0.5813953488372093,0.7446808510638298,0.4782608695652174,0.8214285714285714,0.4772727272727273,0.3953488372093023
53,0.0,0.6666666666666666,0.0,0.7592592592592593,0.6833333333333333,0.6610169491525424,0.72,0.7254901960784313,0.6078431372549019,0.0,0.0,0.0,0.6046511627906976,0.7,0.4583333333333333,0.8214285714285714,0.5,0.4186046511627907
54,0.0,0.6666666666666666,0.0,0.7592592592592593,0.6885245901639344,0.639344262295082,0.6792452830188679,0.6851851851851852,0.5636363636363636,0.0,0.0,0.0,0.627906976744186,0.6862745098039216,0.4583333333333333,0.7666666666666667,0.4782608695652174,0.4186046511627907
55,0.0,0.6296296296296297,0.0,0.7592592592592593,0.6774193548387096,0.6290322580645161,0.7169811320754716,0.6607142857142857,0.543859649122807,0.0,0.0,0.0,0.627906976744186,0.660377358490566,0.44,0.8666666666666667,0.4782608695652174,0.4883720930232558
56,0.0,0.6545454545454545,0.0,0.7818181818181819,0.671875,0.6349206349206349,0.7407407407407407,0.6551724137931034,0.5517241379310345,0.0,0.0,0.0,0.6136363636363636,0.660377358490566,0.43137254901960786,0.9032258064516129,0.5106382978723404,0.5111111111111111
57,0.0,0.639344262295082,0.0,0.7818181818181819,0.6615384615384615,0.625,0.7272727272727273,0.6610169491525424,0.5423728813559322,0.0,0.0,0.0,0.6,0.625,0.41509433962264153,0.875,0.4897959183673469,0.4791666666666667
58,0.0,0.6290322580645161,0.0,0.7166666666666667,0.696969696969697,0.5970149253731343,0.7192982456140351,0.6666666666666666,0.5161290322580645,0.0,0.0,0.0,0.6,0.625,0.41509433962264153,0.8,0.5510204081632653,0.4791666666666667
59,0.0,0.6190476190476191,0.0,0.7049180327868853,0.6865671641791045,0.5797101449275363,0.7413793103448276,0.6451612903225806,0.5079365079365079,0.0,0.0,0.0,0.6,0.625,0.41509433962264153,0.8857142857142857,0.54,0.5306122448979592
60,0.0,0.6349206349206349,0.0,0.7540983606557377,0.6666666666666666,0.5942028985507246,0.7333333333333333,0.6153846153846154,0.47761194029850745,0.0,0.0,0.0,0.6,0.625,0.41509433962264153,0.8857142857142857,0.5294117647058824,0.52
61,0.0,0.734375,0.0,0.7704918032786885,0.647887323943662,0.5857142857142857,0.7377049180327869,0.6060606060606061,0.47058823529411764,0.0,0.020833333333333332,0.0,0.6,0.625,0.41509433962264153,0.8857142857142857,0.5294117647058824,0.52
62,0.0,0.7384615384615385,0.0,0.7741935483870968,0.6527777777777778,0.5915492957746479,0.7377049180327869,0.5970149253731343,0.463768115942029,0.0,0.020833333333333332,0.0,0.5869565217391305,0.6206896551724138,0.4,0.8378378378378378,0.5294117647058824,0.5
63,0.0,0.7538461538461538,0.0,0.8064516129032258,0.6527777777777778,0.5972222222222222,0.7868852459016393,0.5942028985507246,0.4714285714285714,0.0,0.02,0.0,0.5869565217391305,0.5901639344262295,0.3793103448275862,0.8421052631578947,0.5094339622641509,0.48148148148148145
64,0.0,0.7205882352941176,0.0,0.78125,0.6712328767123288,0.6164383561643836,0.7936507936507936,0.5616438356164384,0.44594594594594594,0.0,0.0196078431372549,0.0,0.5869565217391305,0.5901639344262295,0.3793103448275862,0.8205128205128205,0.5094339622641509,0.4727272727272727
