edges,EAP_node_precision,EAP_node_recall,EAP_edge_precision,EAP_edge_recall,EAP-IG_node_precision,EAP-IG_node_recall,EAP-IG_edge_precision,EAP-IG_edge_recall
43,0.9375,0.5769230769230769,0.7,0.09767441860465116,1.0,0.7307692307692307,0.7058823529411765,0.11162790697674418
44,0.9375,0.5769230769230769,0.7,0.09767441860465116,1.0,0.7307692307692307,0.7058823529411765,0.11162790697674418
45,0.9375,0.5769230769230769,0.6774193548387096,0.09767441860465116,0.9523809523809523,0.7692307692307693,0.6857142857142857,0.11162790697674418
46,0.9375,0.5769230769230769,0.6774193548387096,0.09767441860465116,0.9523809523809523,0.7692307692307693,0.6944444444444444,0.11627906976744186
47,0.9375,0.5769230769230769,0.6774193548387096,0.09767441860465116,0.9523809523809523,0.7692307692307693,0.6944444444444444,0.11627906976744186
48,0.9375,0.5769230769230769,0.65625,0.09767441860465116,0.9523809523809523,0.7692307692307693,0.6944444444444444,0.11627906976744186
49,0.9375,0.5769230769230769,0.6363636363636364,0.09767441860465116,0.9523809523809523,0.7692307692307693,0.7027027027027027,0.12093023255813953
50,0.8888888888888888,0.6153846153846154,0.6176470588235294,0.09767441860465116,0.9523809523809523,0.7692307692307693,0.7105263157894737,0.12558139534883722
51,0.8888888888888888,0.6153846153846154,0.6285714285714286,0.10232558139534884,0.9523809523809523,0.7692307692307693,0.6923076923076923,0.12558139534883722
52,0.8888888888888888,0.6153846153846154,0.6111111111111112,0.10232558139534884,0.9523809523809523,0.7692307692307693,0.7,0.13023255813953488
53,0.8888888888888888,0.6153846153846154,0.6111111111111112,0.10232558139534884,0.9523809523809523,0.7692307692307693,0.6829268292682927,0.13023255813953488
54,0.8888888888888888,0.6153846153846154,0.6111111111111112,0.10232558139534884,0.9523809523809523,0.7692307692307693,0.6829268292682927,0.13023255813953488
55,0.8888888888888888,0.6153846153846154,0.6111111111111112,0.10232558139534884,0.9523809523809523,0.7692307692307693,0.6829268292682927,0.13023255813953488
56,0.8888888888888888,0.6153846153846154,0.6111111111111112,0.10232558139534884,0.9545454545454546,0.8076923076923077,0.6829268292682927,0.13023255813953488
57,0.8888888888888888,0.6153846153846154,0.6111111111111112,0.10232558139534884,0.9545454545454546,0.8076923076923077,0.6829268292682927,0.13023255813953488
58,0.8888888888888888,0.6153846153846154,0.6111111111111112,0.10232558139534884,0.9545454545454546,0.8076923076923077,0.6904761904761905,0.13488372093023257
59,0.8888888888888888,0.6153846153846154,0.6216216216216216,0.10697674418604651,0.9545454545454546,0.8076923076923077,0.6904761904761905,0.13488372093023257
60,0.8888888888888888,0.6153846153846154,0.631578947368421,0.11162790697674418,0.9545454545454546,0.8076923076923077,0.6976744186046512,0.13953488372093023
61,0.8888888888888888,0.6153846153846154,0.631578947368421,0.11162790697674418,0.9545454545454546,0.8076923076923077,0.7045454545454546,0.14418604651162792
62,0.8888888888888888,0.6153846153846154,0.631578947368421,0.11162790697674418,0.9545454545454546,0.8076923076923077,0.7045454545454546,0.14418604651162792
63,0.8888888888888888,0.6153846153846154,0.631578947368421,0.11162790697674418,0.9545454545454546,0.8076923076923077,0.6888888888888889,0.14418604651162792
64,0.8888888888888888,0.6153846153846154,0.631578947368421,0.11162790697674418,0.9545454545454546,0.8076923076923077,0.6888888888888889,0.14418604651162792
65,0.8421052631578947,0.6153846153846154,0.631578947368421,0.11162790697674418,0.9545454545454546,0.8076923076923077,0.6888888888888889,0.14418604651162792
66,0.8421052631578947,0.6153846153846154,0.631578947368421,0.11162790697674418,0.9545454545454546,0.8076923076923077,0.6888888888888889,0.14418604651162792
67,0.8421052631578947,0.6153846153846154,0.631578947368421,0.11162790697674418,0.9545454545454546,0.8076923076923077,0.6888888888888889,0.14418604651162792
68,0.8421052631578947,0.6153846153846154,0.631578947368421,0.11162790697674418,0.9565217391304348,0.8461538461538461,0.6956521739130435,0.14883720930232558
69,0.8421052631578947,0.6153846153846154,0.631578947368421,0.11162790697674418,0.9565217391304348,0.8461538461538461,0.6956521739130435,0.14883720930232558
70,0.8421052631578947,0.6153846153846154,0.631578947368421,0.11162790697674418,0.9565217391304348,0.8461538461538461,0.6808510638297872,0.14883720930232558
71,0.8421052631578947,0.6153846153846154,0.631578947368421,0.11162790697674418,0.9565217391304348,0.8461538461538461,0.6808510638297872,0.14883720930232558
72,0.8421052631578947,0.6153846153846154,0.6410256410256411,0.11627906976744186,0.9565217391304348,0.8461538461538461,0.6808510638297872,0.14883720930232558
73,0.85,0.6538461538461539,0.65,0.12093023255813953,0.9565217391304348,0.8461538461538461,0.6808510638297872,0.14883720930232558
74,0.85,0.6538461538461539,0.65,0.12093023255813953,0.9166666666666666,0.8461538461538461,0.6666666666666666,0.14883720930232558
75,0.85,0.6538461538461539,0.65,0.12093023255813953,0.88,0.8461538461538461,0.6666666666666666,0.14883720930232558
76,0.85,0.6538461538461539,0.65,0.12093023255813953,0.88,0.8461538461538461,0.6530612244897959,0.14883720930232558
77,0.85,0.6538461538461539,0.65,0.12093023255813953,0.8461538461538461,0.8461538461538461,0.6530612244897959,0.14883720930232558
78,0.85,0.6538461538461539,0.6585365853658537,0.12558139534883722,0.8461538461538461,0.8461538461538461,0.66,0.15348837209302327
79,0.85,0.6538461538461539,0.6585365853658537,0.12558139534883722,0.8461538461538461,0.8461538461538461,0.6666666666666666,0.15813953488372093
80,0.85,0.6538461538461539,0.6585365853658537,0.12558139534883722,0.8461538461538461,0.8461538461538461,0.6666666666666666,0.15813953488372093
81,0.85,0.6538461538461539,0.6428571428571429,0.12558139534883722,0.8461538461538461,0.8461538461538461,0.6730769230769231,0.16279069767441862
82,0.8571428571428571,0.6923076923076923,0.627906976744186,0.12558139534883722,0.8148148148148148,0.8461538461538461,0.660377358490566,0.16279069767441862
83,0.8571428571428571,0.6923076923076923,0.627906976744186,0.12558139534883722,0.8148148148148148,0.8461538461538461,0.6481481481481481,0.16279069767441862
84,0.8571428571428571,0.6923076923076923,0.6363636363636364,0.13023255813953488,0.8148148148148148,0.8461538461538461,0.6363636363636364,0.16279069767441862
85,0.8181818181818182,0.6923076923076923,0.6363636363636364,0.13023255813953488,0.8148148148148148,0.8461538461538461,0.625,0.16279069767441862
86,0.8181818181818182,0.6923076923076923,0.6444444444444445,0.13488372093023257,0.7857142857142857,0.8461538461538461,0.6140350877192983,0.16279069767441862
87,0.8181818181818182,0.6923076923076923,0.6444444444444445,0.13488372093023257,0.7857142857142857,0.8461538461538461,0.603448275862069,0.16279069767441862
88,0.8181818181818182,0.6923076923076923,0.6521739130434783,0.13953488372093023,0.7857142857142857,0.8461538461538461,0.603448275862069,0.16279069767441862
89,0.8260869565217391,0.7307692307692307,0.6382978723404256,0.13953488372093023,0.7586206896551724,0.8461538461538461,0.5932203389830508,0.16279069767441862
90,0.7916666666666666,0.7307692307692307,0.6382978723404256,0.13953488372093023,0.7666666666666667,0.8846153846153846,0.5932203389830508,0.16279069767441862
91,0.7916666666666666,0.7307692307692307,0.6458333333333334,0.14418604651162792,0.7666666666666667,0.8846153846153846,0.6,0.16744186046511628
92,0.8,0.7692307692307693,0.6458333333333334,0.14418604651162792,0.7666666666666667,0.8846153846153846,0.6,0.16744186046511628
93,0.8,0.7692307692307693,0.6326530612244898,0.14418604651162792,0.7666666666666667,0.8846153846153846,0.5901639344262295,0.16744186046511628
94,0.8,0.7692307692307693,0.64,0.14883720930232558,0.7666666666666667,0.8846153846153846,0.5901639344262295,0.16744186046511628
95,0.8076923076923077,0.8076923076923077,0.64,0.14883720930232558,0.7666666666666667,0.8846153846153846,0.5901639344262295,0.16744186046511628
96,0.8076923076923077,0.8076923076923077,0.6274509803921569,0.14883720930232558,0.7666666666666667,0.8846153846153846,0.5967741935483871,0.17209302325581396
97,0.8076923076923077,0.8076923076923077,0.6274509803921569,0.14883720930232558,0.7666666666666667,0.8846153846153846,0.5967741935483871,0.17209302325581396
98,0.8076923076923077,0.8076923076923077,0.6274509803921569,0.14883720930232558,0.7666666666666667,0.8846153846153846,0.5873015873015873,0.17209302325581396
99,0.8076923076923077,0.8076923076923077,0.6153846153846154,0.14883720930232558,0.7666666666666667,0.8846153846153846,0.578125,0.17209302325581396
100,0.8076923076923077,0.8076923076923077,0.6226415094339622,0.15348837209302327,0.7666666666666667,0.8846153846153846,0.578125,0.17209302325581396
101,0.8076923076923077,0.8076923076923077,0.6296296296296297,0.15813953488372093,0.7666666666666667,0.8846153846153846,0.5846153846153846,0.17674418604651163
102,0.8076923076923077,0.8076923076923077,0.6296296296296297,0.15813953488372093,0.7666666666666667,0.8846153846153846,0.5846153846153846,0.17674418604651163
103,0.8076923076923077,0.8076923076923077,0.6296296296296297,0.15813953488372093,0.7666666666666667,0.8846153846153846,0.5846153846153846,0.17674418604651163
104,0.8076923076923077,0.8076923076923077,0.6296296296296297,0.15813953488372093,0.7666666666666667,0.8846153846153846,0.5846153846153846,0.17674418604651163
105,0.8076923076923077,0.8076923076923077,0.6181818181818182,0.15813953488372093,0.7666666666666667,0.8846153846153846,0.5846153846153846,0.17674418604651163
106,0.8076923076923077,0.8076923076923077,0.6071428571428571,0.15813953488372093,0.7666666666666667,0.8846153846153846,0.5909090909090909,0.1813953488372093
107,0.8076923076923077,0.8076923076923077,0.6140350877192983,0.16279069767441862,0.7666666666666667,0.8846153846153846,0.5970149253731343,0.18604651162790697
108,0.8148148148148148,0.8461538461538461,0.603448275862069,0.16279069767441862,0.7666666666666667,0.8846153846153846,0.5970149253731343,0.18604651162790697
109,0.8148148148148148,0.8461538461538461,0.5932203389830508,0.16279069767441862,0.7666666666666667,0.8846153846153846,0.6029411764705882,0.19069767441860466
110,0.8148148148148148,0.8461538461538461,0.5932203389830508,0.16279069767441862,0.7666666666666667,0.8846153846153846,0.6086956521739131,0.19534883720930232
111,0.8148148148148148,0.8461538461538461,0.6,0.16744186046511628,0.7666666666666667,0.8846153846153846,0.6142857142857143,0.2
112,0.8148148148148148,0.8461538461538461,0.6,0.16744186046511628,0.7419354838709677,0.8846153846153846,0.6056338028169014,0.2
113,0.8148148148148148,0.8461538461538461,0.6065573770491803,0.17209302325581396,0.71875,0.8846153846153846,0.5972222222222222,0.2
114,0.8148148148148148,0.8461538461538461,0.6065573770491803,0.17209302325581396,0.71875,0.8846153846153846,0.589041095890411,0.2
115,0.8148148148148148,0.8461538461538461,0.6129032258064516,0.17674418604651163,0.71875,0.8846153846153846,0.589041095890411,0.2
116,0.8148148148148148,0.8461538461538461,0.6190476190476191,0.1813953488372093,0.696969696969697,0.8846153846153846,0.581081081081081,0.2
117,0.8148148148148148,0.8461538461538461,0.609375,0.1813953488372093,0.696969696969697,0.8846153846153846,0.581081081081081,0.2
118,0.8148148148148148,0.8461538461538461,0.609375,0.1813953488372093,0.696969696969697,0.8846153846153846,0.581081081081081,0.2
119,0.7857142857142857,0.8461538461538461,0.6,0.1813953488372093,0.696969696969697,0.8846153846153846,0.581081081081081,0.2
120,0.7857142857142857,0.8461538461538461,0.6060606060606061,0.18604651162790697,0.696969696969697,0.8846153846153846,0.581081081081081,0.2
121,0.7857142857142857,0.8461538461538461,0.6060606060606061,0.18604651162790697,0.696969696969697,0.8846153846153846,0.581081081081081,0.2
122,0.7857142857142857,0.8461538461538461,0.6119402985074627,0.19069767441860466,0.6764705882352942,0.8846153846153846,0.5733333333333334,0.2
123,0.7857142857142857,0.8461538461538461,0.6176470588235294,0.19534883720930232,0.6764705882352942,0.8846153846153846,0.5657894736842105,0.2
124,0.7857142857142857,0.8461538461538461,0.6086956521739131,0.19534883720930232,0.6764705882352942,0.8846153846153846,0.5657894736842105,0.2
125,0.7857142857142857,0.8461538461538461,0.6086956521739131,0.19534883720930232,0.6764705882352942,0.8846153846153846,0.5714285714285714,0.20465116279069767
126,0.7857142857142857,0.8461538461538461,0.6086956521739131,0.19534883720930232,0.6764705882352942,0.8846153846153846,0.5714285714285714,0.20465116279069767
127,0.7857142857142857,0.8461538461538461,0.6,0.19534883720930232,0.6764705882352942,0.8846153846153846,0.5769230769230769,0.20930232558139536
128,0.7857142857142857,0.8461538461538461,0.6,0.19534883720930232,0.6857142857142857,0.9230769230769231,0.569620253164557,0.20930232558139536
129,0.7857142857142857,0.8461538461538461,0.6,0.19534883720930232,0.6857142857142857,0.9230769230769231,0.5625,0.20930232558139536
130,0.7857142857142857,0.8461538461538461,0.6,0.19534883720930232,0.6857142857142857,0.9230769230769231,0.5679012345679012,0.21395348837209302
131,0.7931034482758621,0.8846153846153846,0.6056338028169014,0.2,0.6857142857142857,0.9230769230769231,0.5679012345679012,0.21395348837209302
132,0.7931034482758621,0.8846153846153846,0.6056338028169014,0.2,0.6857142857142857,0.9230769230769231,0.5679012345679012,0.21395348837209302
133,0.7666666666666667,0.8846153846153846,0.6056338028169014,0.2,0.6857142857142857,0.9230769230769231,0.573170731707317,0.2186046511627907
134,0.7666666666666667,0.8846153846153846,0.5972222222222222,0.2,0.6857142857142857,0.9230769230769231,0.573170731707317,0.2186046511627907
135,0.7666666666666667,0.8846153846153846,0.6027397260273972,0.20465116279069767,0.6666666666666666,0.9230769230769231,0.5662650602409639,0.2186046511627907
136,0.7666666666666667,0.8846153846153846,0.5945945945945946,0.20465116279069767,0.6666666666666666,0.9230769230769231,0.5662650602409639,0.2186046511627907
137,0.7666666666666667,0.8846153846153846,0.5945945945945946,0.20465116279069767,0.6666666666666666,0.9230769230769231,0.5662650602409639,0.2186046511627907
138,0.7666666666666667,0.8846153846153846,0.5945945945945946,0.20465116279069767,0.6666666666666666,0.9230769230769231,0.5595238095238095,0.2186046511627907
139,0.7666666666666667,0.8846153846153846,0.6,0.20930232558139536,0.6486486486486487,0.9230769230769231,0.5529411764705883,0.2186046511627907
140,0.7666666666666667,0.8846153846153846,0.6,0.20930232558139536,0.6486486486486487,0.9230769230769231,0.5529411764705883,0.2186046511627907
141,0.7666666666666667,0.8846153846153846,0.6,0.20930232558139536,0.6486486486486487,0.9230769230769231,0.5529411764705883,0.2186046511627907
142,0.7666666666666667,0.8846153846153846,0.6052631578947368,0.21395348837209302,0.6486486486486487,0.9230769230769231,0.5465116279069767,0.2186046511627907
143,0.7666666666666667,0.8846153846153846,0.6052631578947368,0.21395348837209302,0.6486486486486487,0.9230769230769231,0.5402298850574713,0.2186046511627907
144,0.7666666666666667,0.8846153846153846,0.6052631578947368,0.21395348837209302,0.6486486486486487,0.9230769230769231,0.5402298850574713,0.2186046511627907
145,0.7666666666666667,0.8846153846153846,0.6052631578947368,0.21395348837209302,0.6486486486486487,0.9230769230769231,0.5340909090909091,0.2186046511627907
146,0.7419354838709677,0.8846153846153846,0.6052631578947368,0.21395348837209302,0.6486486486486487,0.9230769230769231,0.5340909090909091,0.2186046511627907
147,0.7419354838709677,0.8846153846153846,0.6103896103896104,0.2186046511627907,0.6486486486486487,0.9230769230769231,0.5340909090909091,0.2186046511627907
148,0.71875,0.8846153846153846,0.6025641025641025,0.2186046511627907,0.6486486486486487,0.9230769230769231,0.5340909090909091,0.2186046511627907
149,0.71875,0.8846153846153846,0.6075949367088608,0.22325581395348837,0.6486486486486487,0.9230769230769231,0.5340909090909091,0.2186046511627907
150,0.71875,0.8846153846153846,0.6075949367088608,0.22325581395348837,0.6486486486486487,0.9230769230769231,0.5280898876404494,0.2186046511627907
151,0.71875,0.8846153846153846,0.6075949367088608,0.22325581395348837,0.6486486486486487,0.9230769230769231,0.5333333333333333,0.22325581395348837
152,0.71875,0.8846153846153846,0.6,0.22325581395348837,0.6486486486486487,0.9230769230769231,0.5274725274725275,0.22325581395348837
153,0.71875,0.8846153846153846,0.5925925925925926,0.22325581395348837,0.6486486486486487,0.9230769230769231,0.5274725274725275,0.22325581395348837
154,0.71875,0.8846153846153846,0.5975609756097561,0.22790697674418606,0.6486486486486487,0.9230769230769231,0.5274725274725275,0.22325581395348837
155,0.71875,0.8846153846153846,0.5975609756097561,0.22790697674418606,0.6486486486486487,0.9230769230769231,0.5274725274725275,0.22325581395348837
156,0.71875,0.8846153846153846,0.5975609756097561,0.22790697674418606,0.6486486486486487,0.9230769230769231,0.5217391304347826,0.22325581395348837
157,0.71875,0.8846153846153846,0.5975609756097561,0.22790697674418606,0.6486486486486487,0.9230769230769231,0.5217391304347826,0.22325581395348837
158,0.71875,0.8846153846153846,0.5903614457831325,0.22790697674418606,0.6486486486486487,0.9230769230769231,0.5217391304347826,0.22325581395348837
159,0.71875,0.8846153846153846,0.5952380952380952,0.23255813953488372,0.6486486486486487,0.9230769230769231,0.5217391304347826,0.22325581395348837
160,0.696969696969697,0.8846153846153846,0.5952380952380952,0.23255813953488372,0.6486486486486487,0.9230769230769231,0.5217391304347826,0.22325581395348837
161,0.696969696969697,0.8846153846153846,0.5882352941176471,0.23255813953488372,0.6486486486486487,0.9230769230769231,0.5268817204301075,0.22790697674418606
162,0.696969696969697,0.8846153846153846,0.5882352941176471,0.23255813953488372,0.6486486486486487,0.9230769230769231,0.5268817204301075,0.22790697674418606
163,0.696969696969697,0.8846153846153846,0.5813953488372093,0.23255813953488372,0.6486486486486487,0.9230769230769231,0.5319148936170213,0.23255813953488372
164,0.696969696969697,0.8846153846153846,0.5813953488372093,0.23255813953488372,0.631578947368421,0.9230769230769231,0.5263157894736842,0.23255813953488372
165,0.696969696969697,0.8846153846153846,0.5747126436781609,0.23255813953488372,0.631578947368421,0.9230769230769231,0.5263157894736842,0.23255813953488372
166,0.696969696969697,0.8846153846153846,0.5681818181818182,0.23255813953488372,0.631578947368421,0.9230769230769231,0.5208333333333334,0.23255813953488372
167,0.696969696969697,0.8846153846153846,0.5617977528089888,0.23255813953488372,0.631578947368421,0.9230769230769231,0.5154639175257731,0.23255813953488372
168,0.696969696969697,0.8846153846153846,0.5617977528089888,0.23255813953488372,0.631578947368421,0.9230769230769231,0.5154639175257731,0.23255813953488372
169,0.696969696969697,0.8846153846153846,0.5617977528089888,0.23255813953488372,0.631578947368421,0.9230769230769231,0.5204081632653061,0.2372093023255814
170,0.696969696969697,0.8846153846153846,0.5555555555555556,0.23255813953488372,0.631578947368421,0.9230769230769231,0.5204081632653061,0.2372093023255814
171,0.696969696969697,0.8846153846153846,0.5604395604395604,0.2372093023255814,0.631578947368421,0.9230769230769231,0.5151515151515151,0.2372093023255814
172,0.696969696969697,0.8846153846153846,0.5604395604395604,0.2372093023255814,0.631578947368421,0.9230769230769231,0.5151515151515151,0.2372093023255814
173,0.696969696969697,0.8846153846153846,0.5652173913043478,0.24186046511627907,0.631578947368421,0.9230769230769231,0.5151515151515151,0.2372093023255814
174,0.696969696969697,0.8846153846153846,0.5652173913043478,0.24186046511627907,0.631578947368421,0.9230769230769231,0.52,0.24186046511627907
175,0.696969696969697,0.8846153846153846,0.5652173913043478,0.24186046511627907,0.631578947368421,0.9230769230769231,0.5247524752475248,0.24651162790697675
176,0.696969696969697,0.8846153846153846,0.5652173913043478,0.24186046511627907,0.631578947368421,0.9230769230769231,0.5294117647058824,0.25116279069767444
177,0.6764705882352942,0.8846153846153846,0.5591397849462365,0.24186046511627907,0.6153846153846154,0.9230769230769231,0.5294117647058824,0.25116279069767444
178,0.6764705882352942,0.8846153846153846,0.5591397849462365,0.24186046511627907,0.6153846153846154,0.9230769230769231,0.5294117647058824,0.25116279069767444
179,0.6764705882352942,0.8846153846153846,0.5591397849462365,0.24186046511627907,0.6153846153846154,0.9230769230769231,0.5242718446601942,0.25116279069767444
180,0.6764705882352942,0.8846153846153846,0.5638297872340425,0.24651162790697675,0.6153846153846154,0.9230769230769231,0.5288461538461539,0.2558139534883721
181,0.6764705882352942,0.8846153846153846,0.5578947368421052,0.24651162790697675,0.6153846153846154,0.9230769230769231,0.5288461538461539,0.2558139534883721
182,0.6764705882352942,0.8846153846153846,0.5578947368421052,0.24651162790697675,0.6153846153846154,0.9230769230769231,0.5288461538461539,0.2558139534883721
183,0.6764705882352942,0.8846153846153846,0.5625,0.25116279069767444,0.6153846153846154,0.9230769230769231,0.5238095238095238,0.2558139534883721
184,0.6764705882352942,0.8846153846153846,0.5567010309278351,0.25116279069767444,0.6153846153846154,0.9230769230769231,0.5283018867924528,0.26046511627906976
185,0.6764705882352942,0.8846153846153846,0.5567010309278351,0.25116279069767444,0.6153846153846154,0.9230769230769231,0.5233644859813084,0.26046511627906976
186,0.6764705882352942,0.8846153846153846,0.5567010309278351,0.25116279069767444,0.6153846153846154,0.9230769230769231,0.5233644859813084,0.26046511627906976
187,0.6764705882352942,0.8846153846153846,0.5567010309278351,0.25116279069767444,0.6153846153846154,0.9230769230769231,0.5233644859813084,0.26046511627906976
188,0.6764705882352942,0.8846153846153846,0.5510204081632653,0.25116279069767444,0.6153846153846154,0.9230769230769231,0.5185185185185185,0.26046511627906976
189,0.6857142857142857,0.9230769230769231,0.5454545454545454,0.25116279069767444,0.6153846153846154,0.9230769230769231,0.5185185185185185,0.26046511627906976
190,0.6857142857142857,0.9230769230769231,0.5454545454545454,0.25116279069767444,0.6153846153846154,0.9230769230769231,0.5137614678899083,0.26046511627906976
191,0.6857142857142857,0.9230769230769231,0.54,0.25116279069767444,0.6153846153846154,0.9230769230769231,0.5137614678899083,0.26046511627906976
192,0.6857142857142857,0.9230769230769231,0.5346534653465347,0.25116279069767444,0.6,0.9230769230769231,0.5137614678899083,0.26046511627906976
193,0.6857142857142857,0.9230769230769231,0.5392156862745098,0.2558139534883721,0.6,0.9230769230769231,0.5137614678899083,0.26046511627906976
194,0.6857142857142857,0.9230769230769231,0.5392156862745098,0.2558139534883721,0.6,0.9230769230769231,0.5137614678899083,0.26046511627906976
195,0.6857142857142857,0.9230769230769231,0.5436893203883495,0.26046511627906976,0.6,0.9230769230769231,0.5181818181818182,0.2651162790697674
196,0.6857142857142857,0.9230769230769231,0.5436893203883495,0.26046511627906976,0.6,0.9230769230769231,0.5181818181818182,0.2651162790697674
197,0.6857142857142857,0.9230769230769231,0.5436893203883495,0.26046511627906976,0.6,0.9230769230769231,0.5181818181818182,0.2651162790697674
198,0.6857142857142857,0.9230769230769231,0.5480769230769231,0.2651162790697674,0.6,0.9230769230769231,0.5225225225225225,0.26976744186046514
199,0.6666666666666666,0.9230769230769231,0.5428571428571428,0.2651162790697674,0.6,0.9230769230769231,0.5225225225225225,0.26976744186046514
