baseline,corrupted_baseline,edges,total_edges,edges_EAP,loss_EAP,edges_EAP-IG,loss_EAP-IG,edges_EAP-IG-KL,loss_EAP-IG-KL
0.2588942050933838,-0.17855100333690643,100,1591857,0,-0.17855077981948853,5,-0.1785508543252945,40,-0.16402746737003326
0.2588942050933838,-0.17855100333690643,6457,1591857,6035,-0.08269654214382172,6033,0.006685597822070122,6266,0.21023611724376678
0.2588942050933838,-0.17855100333690643,12814,1591857,12468,-0.0005637669819407165,12498,0.055152878165245056,12591,0.24058711528778076
0.2588942050933838,-0.17855100333690643,19171,1591857,18983,0.060084208846092224,18967,0.1039557009935379,18985,0.2608630955219269
0.2588942050933838,-0.17855100333690643,25528,1591857,25374,0.10649293661117554,25338,0.1234535276889801,25372,0.2642829120159149
0.2588942050933838,-0.17855100333690643,31885,1591857,31775,0.13471394777297974,31787,0.15675827860832214,31753,0.26856529712677
0.2588942050933838,-0.17855100333690643,38242,1591857,38154,0.1454416960477829,38182,0.18814074993133545,38104,0.28239119052886963
0.2588942050933838,-0.17855100333690643,44599,1591857,44534,0.15994809567928314,44550,0.1997765302658081,44501,0.28666195273399353
0.2588942050933838,-0.17855100333690643,50956,1591857,50889,0.16823141276836395,50899,0.19495294988155365,50858,0.294818639755249
0.2588942050933838,-0.17855100333690643,57313,1591857,57266,0.17005687952041626,57260,0.19441942870616913,57226,0.29729703068733215
0.2588942050933838,-0.17855100333690643,63670,1591857,63627,0.17710435390472412,63623,0.1992514580488205,63597,0.28748926520347595
