baseline,corrupted_baseline,edges,edges_EAP,loss_EAP,edges_EAP-IG,loss_EAP-IG,edges_EAP-IG-KL,loss_EAP-IG-KL,edges_EAP-IG-JS,loss_EAP-IG-JS
0.8901017904281616,-0.1565382331609726,30,3,-0.1547519564628601,3,-0.15225592255592346,7,-0.1426141858100891,7,-0.1426141858100891
0.8901017904281616,-0.1565382331609726,40,5,-0.15174978971481323,3,-0.15225592255592346,13,-0.1366674154996872,9,-0.14072324335575104
0.8901017904281616,-0.1565382331609726,50,5,-0.15174978971481323,9,-0.13988080620765686,21,-0.13205045461654663,14,-0.13478516042232513
0.8901017904281616,-0.1565382331609726,60,5,-0.15174978971481323,39,-0.13337109982967377,38,-0.12830092012882233,36,-0.12831030786037445
0.8901017904281616,-0.1565382331609726,70,7,-0.14866888523101807,45,-0.13290993869304657,51,-0.12214312702417374,48,-0.1244591698050499
0.8901017904281616,-0.1565382331609726,80,45,-0.14516551792621613,58,-0.1274917721748352,62,-0.11897533386945724,53,-0.11894205957651138
0.8901017904281616,-0.1565382331609726,90,49,-0.14521144330501556,71,-0.11904669553041458,69,-0.11349033564329147,69,-0.11402532458305359
0.8901017904281616,-0.1565382331609726,100,70,-0.1415737271308899,87,-0.11410544812679291,82,-0.10590554028749466,74,-0.10770183056592941
0.8901017904281616,-0.1565382331609726,200,182,-0.11968598514795303,181,-0.06954560428857803,180,-0.04273959994316101,179,-0.029276929795742035
0.8901017904281616,-0.1565382331609726,300,285,-0.09579254686832428,285,0.016628948971629143,276,0.024256033822894096,285,0.026850707828998566
0.8901017904281616,-0.1565382331609726,400,382,-0.07594704627990723,384,0.09692459553480148,382,0.08278369158506393,381,0.0817129984498024
0.8901017904281616,-0.1565382331609726,500,475,-0.04151875898241997,481,0.19711944460868835,488,0.16553814709186554,484,0.17214535176753998
0.8901017904281616,-0.1565382331609726,600,572,0.0024789334274828434,585,0.29385560750961304,587,0.23914605379104614,579,0.25447309017181396
0.8901017904281616,-0.1565382331609726,700,668,0.05943562462925911,681,0.3516337275505066,686,0.2877671718597412,683,0.3226434290409088
0.8901017904281616,-0.1565382331609726,800,769,0.11530216783285141,779,0.43869030475616455,778,0.3359430134296417,781,0.3669615387916565
0.8901017904281616,-0.1565382331609726,900,861,0.15150651335716248,869,0.4986436367034912,877,0.4029325246810913,875,0.41686517000198364
0.8901017904281616,-0.1565382331609726,1000,956,0.20429997146129608,967,0.5368075966835022,972,0.4458346664905548,969,0.4549120366573334
